LO_ID,Subject,Subject_Name,Priority,BK_Only,ECQB_2026_Change,File_Hits,First_File,DB_Rows,Coverage_Status_Suggested,LO_Text
081.03.01.05.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference between power-off and power-on stalls and recovery.
081.03.01.05.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe stall and recovery in a climbing and descending turn.
081.03.01.05.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the pitch-up effect on a swept wing aeroplane and also an aeroplane with a T-tail.
081.03.01.05.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe super stall or deep stall.
081.03.01.05.06,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the philosophy behind the stick-pusher system.
081.03.01.05.07,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the factors that can lead to the absence of stall warning and explain the associated risks.
081.03.01.05.08,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the indications and explain the consequences of premature stabiliser stall due to ice contamination (negative tail stall).
081.03.01.05.09,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe when to expect in-flight icing.
081.03.01.05.10,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the effect is changed when retracting/extending lift-augmentation devices.
081.03.01.05.12,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of a contaminated wing on the stall speed and alphaCRIT.
081.03.01.05.13,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the hazards associated with airframe contamination when parked and during ground operations in winter conditions, and the aerodynamic effects when attempting a take-off."
081.03.01.05.14,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain de-icing/anti-icing holdover time and the likely hazards after it has expired.
081.03.01.05.15,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the aerodynamic effects of heavy tropical rain on stall speed and drag, and the appropriate mitigation in such conditions."
081.03.01.06.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how to avoid spins.
081.03.01.06.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the factors that cause a spin to develop.
081.03.01.06.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe an ‘incipient’ and ‘developed’ spin, recognition and recovery."
081.03.01.06.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the differences in spin attitude with forward and aft CG.
081.03.02.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain shock-induced separation, and describe its relationship with Mach buffet (high speed buffet) and Mach tuck."
081.03.02.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the concept of buffet margin, and describe the influence of the following parameters on the concept of buffet margin: alpha; Mach number; pressure altitude; mass; load factor; angle of bank; CG location."
081.03.02.02.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the buffet onset boundary chart can be used to determine: manoeuvrability; buffet margin.
081.03.02.02.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the consequences of exceeding MMO: light buffet, buffet onset."
081.03.02.02.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain ‘aerodynamic ceiling’ and ‘coffin corner’.
081.03.02.02.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the concept of the ‘1.3g’ buffet margin altitude.
081.03.02.02.06,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Find (using an example graph): buffet free range; aerodynamic ceiling at a given mass; load factor and bank angle at which buffet occurs at a given mass, Mach number, and pressure altitude."
081.03.02.02.07,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why descent increases the buffet free range.
081.03.03.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why buffet or stall could occur in the following pilot-induced situations, and the methods to mitigate them: inappropriate take-off configuration, detailing the consequences of errors associated with leading-edge devices; steep turns; go-around using take-off/go-around (TOGA) setting (underslung engines)."
081.03.03.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why buffet or stall could occur in the following environmental conditions at low altitude, and how to mitigate them: thunderstorms; wind shear and microburst; turbulence; wake turbulence; icing conditions."
081.03.03.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why buffet or stall could occur in the following environmental conditions at high altitude, and how to mitigate them: thunderstorms in the intertropical convergence zone (ITCZ); jet streams; clear-air turbulence."
081.03.03.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why buffet or stall could occur in the following situations, and how to mitigate them: inappropriate autopilot climb mode; loss of, or unreliable, airspeed indication."
081.03.04.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why a stalled condition can occur at any airspeed, or attitude or altitude."
081.03.04.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain that a stall may be recognised by continuous stall-warning activation accompanied by at least one of the following: buffet, that can be heavy; lack of pitch authority; uncommanded pitch down and uncommanded roll; inability to arrest the descent rate."
081.03.04.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain that ‘stall warning’ means a natural or synthetic indication provided when approaching the stall that may include one or more of the following indications: aerodynamic buffeting; reduced roll stability and aileron effectiveness; visual or aural clues and warnings; reduced elevator (pitch) authority; inability to maintain altitude or arrest a rate of descent; stick-shaker activation.
081.04.01.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define ‘static stability’: describe/identify a statically stable, neutral, and unstable condition (positive, neutral, and negative static stability), and explain why aeroplanes are statically stable."
081.04.01.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain manoeuvrability.
081.04.01.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the relationship between static stability and manoeuvrability.
081.04.01.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define ‘dynamic stability’: describe/identify a dynamically stable, neutral, and unstable motion (positive, neutral, and negative dynamic stability); describe/identify periodic and aperiodic motion."
081.04.01.02.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain an equilibrium of forces and moments as the initial condition for static stability.
081.04.01.03.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Identify the forces considered in the equilibrium of forces.
081.04.01.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify the moments about all three axes considered in the equilibrium of moments.
081.04.01.04.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Discuss the effect of sum of moments not being zero.
081.04.03.01.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the stabiliser as the means to satisfy the condition of nullifying the total sum of the moments about the lateral axis.
081.04.03.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the influence of the location of the wing CP relative to the CG on the magnitude and direction of the balancing force on the stabiliser.
081.04.03.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the influence of the indicated airspeed on the magnitude and direction of the balancing force on the stabiliser.
081.04.03.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the use of the elevator deflection or stabiliser angle for the generation of the balancing force and its direction.
081.04.03.01.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the elevator deflection required to balance thrust change as a function of engine position.
081.04.03.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Discuss the effect of the CG location on pitch manoeuvrability and longitudinal stability.
081.04.03.03.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘neutral point’.
081.04.03.03.02,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why the location of the neutral point is only dependent on the aerodynamic design of the aeroplane.
081.04.03.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the location of the neutral point relative to the locations of the aerodynamic centre of the wing and tail.
081.04.03.05.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the influence of the CG location on the static longitudinal stability of the aeroplane.
081.04.03.05.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the CG forward and aft limits with respect to: longitudinal control forces; elevator effectiveness; stability.
081.04.03.05.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘static margin’.
081.04.03.06.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the Cm-alpha graph with respect to the relationship between the slope of the graph and static stability.
081.04.03.07.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain: the effect on the Cm-alpha graph of a shift of CG in the forward and aft direction; the effect on the Cm-alpha graph when the elevator is moved up or down; the effect on the Cm-alpha graph when the trim is moved; the effect of the wing contribution; the tail contribution.
081.04.03.10.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how a pilot perceives stable static longitudinal stick force stability regarding changes in: speed; altitude; mass distribution (CG location).
081.04.03.12.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Define the ‘stick force per g’, and describe that the stick force increases linearly with increase in g."
081.04.03.12.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why: the stick force per g has a prescribed minimum and maximum value; the stick force per g decreases with pressure altitude.
081.04.03.14.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the influence on stick force per g of: CG location; trim setting.
081.04.03.16.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the phugoid and short-period motion in terms of period, damping, variations (if applicable) in speed, altitude, and alpha."
081.04.03.16.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why the short-period motion is more hazardous than the phugoid.
081.04.03.16.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe ‘pilot-induced oscillations’.
081.04.03.16.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of high altitude on dynamic stability.
081.04.03.16.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the influence of the CG location on the dynamic longitudinal stability of the aeroplane.
081.04.04.01.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘static directional stability’.
081.04.04.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of static directional stability being too weak or too strong.
081.04.04.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘sideslip angle’.
081.04.04.02.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify beta as the symbol used for the sideslip angle.
081.04.04.03.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define the ‘yawing-moment coefficient Cn’.
081.04.04.03.02,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define the relationship between Cn and beta for an aeroplane with static directional stability.
081.04.04.04.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why: Cn depends on beta; Cn equals zero for that beta that provides static equilibrium about the aeroplane’s normal axis; if no asymmetric engine thrust, flight control or loading condition prevails, the equilibrium beta equals zero."
081.04.04.04.02,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Identify how the slope of the Cn-beta graph is a measure for static directional stability.
081.04.04.04.03,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Identify how the slope of the Cn-beta graph is affected by altitude.
081.04.04.05.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how the following aeroplane components contribute to static directional stability: wing; fin; dorsal fin; ventral fin; angle of sweep of the wing; angle of sweep of the fin; fuselage at high alpha; strakes.
081.04.04.05.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the reduction in static directional stability when the CG moves aft.
081.04.05.01.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘static lateral stability’.
081.04.05.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of static lateral stability being too weak or too strong.
081.04.05.02.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘bank angle phi’.
081.04.05.03.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define the ‘roll-moment coefficient Cl’.
081.04.05.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how without coordination the bank angle (phi) creates sideslip angle (beta).
081.04.05.05.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the Cl-beta graph.
081.04.05.05.02,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Identify the slope of the Cl-beta graph as a measure for static lateral stability.
081.04.05.05.03,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Identify how the slope of the Cl-beta graph is affected by altitude.
081.04.05.06.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the contribution to the static lateral stability of: dihedral, anhedral; high wing, low wing; sweep angle of the wing; ventral fin; vertical tail."
081.04.06.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how lateral and directional stability are coupled.
081.04.06.02.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain how high static directional stability and low static lateral stability may cause spiral divergence (unstable spiral dive), and under which conditions the spiral dive mode is neutral or stable."
081.04.06.02.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe an unstable spiral dive mode with respect to deviations in speed, bank angle, nose low-pitch attitude, and decreasing altitude."
081.04.06.03.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe Dutch roll.
081.04.06.03.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain: why Dutch roll occurs when the static lateral stability is higher than static directional stability; the conditions for a stable, neutral or unstable Dutch roll motion; the function of the yaw damper; the actions to be taken when the yaw damper is not available."
081.04.06.03.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe how the asymmetric nature of shock waves on both wings, at high Mach numbers, can lead to Dutch roll."
081.04.06.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain that increased pressure altitude reduces dynamic lateral/directional stability.
081.05.01.01.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define: lateral axis; longitudinal axis; normal axis.
081.05.01.01.02,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define: pitch angle; bank angle (PHI); yaw angle.
081.05.01.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the motion about the three axes.
081.05.01.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name and describe the devices that control these motions.
081.05.01.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that camber is changed by movement of a control surface and explain the effect.
081.05.01.03.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the influence of local alpha change by movement of a control surface.
081.05.02.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the working principle of the elevator/all-flying tail and describe its function.
081.05.02.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of downwash on the tailplane alpha.
081.05.02.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the relationship between elevator deflection and CG location to produce a given aeroplane response.
081.05.02.04.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of forward CG limit on pitch control.
081.05.02.05.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the effect of engine thrust on pitching moments for different engine locations.
081.05.03.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the working principle of the rudder and describe its function. State the relationship between rudder deflection and the moment about the normal axis. Describe the effect of sideslip on the moment about the normal axis.
081.05.03.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why and how rudder deflection is limited on CAT aeroplanes.
081.05.04.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the functioning of ailerons.
081.05.04.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the adverse effects of aileron deflection. (Refer to Subjects 081 05 04 04 and 081 06 01 02)
081.05.04.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why some aeroplanes have inboard and outboard ailerons.
081.05.04.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State that the outboard ailerons are locked beyond a given speed to prevent: over-control; exceeding structural limitations; aeroelastic phenomena (flutter, divergence and aileron reversal)."
081.05.04.01.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the use of aileron deflection in normal flight, flight with sideslip, crosswind landings, horizontal turns, flight with one-engine-inoperative."
081.05.04.01.06,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘roll rate’.
081.05.04.01.07,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,List the factors that affect roll rate.
081.05.04.01.08,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe flaperons and aileron droop.
081.05.04.03.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how spoilers can be used to control the rolling movement in combination with or instead of the ailerons.
081.05.04.04.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why the use of ailerons induces adverse yaw.
081.05.04.05.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the following reduce adverse yaw: Frise ailerons; differential aileron deflection; rudder aileron cross-coupling; roll spoilers.
081.05.05.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the secondary effect of roll.
081.05.05.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the secondary effect of yaw.
081.05.06.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the purpose of aerodynamic balance.
081.05.06.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of the horn balance.
081.05.06.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of the internal balance.
081.05.06.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle and application of: balance tab; anti-balance tab; spring tab; servo tab.
081.05.06.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the differences between fully powered controls and power-assisted controls.
081.05.06.02.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe power-assisted controls.
081.05.06.02.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the advantages of artificial feel in fully powered control.
081.05.07.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain which parameters may be controlled in level flight with the pitch control law.
081.05.07.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the advantages of using the CG position in the FBW system.
081.05.07.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain what type of flight-degraded control laws may be available in case of failure.
081.05.07.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain what are hard and soft protections.
081.05.08.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the reasons for using trimming devices.
081.05.08.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference between a trim tab and the various balance tabs.
081.05.08.02.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of a trim tab including cockpit indications.
081.05.08.03.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of a stabiliser trim including the flight deck indications.
081.05.08.03.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the advantages and disadvantages of a stabiliser trim compared to a trim tab.
081.05.08.03.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the relationship between CG position, take-off trim setting, and stabiliser trim position."
081.05.08.03.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of errors in the take-off stabiliser trim setting on the rotation characteristics and stick force during take-off rotation.
081.05.08.03.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Discuss the effects of jammed and runaway stabiliser.
081.05.08.03.06,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the consequences of a jammed stabiliser during take-off, landing, and go-around."
081.06.01.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the phenomenon of flutter and how IAS and mass distribution affects the likelihood of flutter occurrence.
081.06.01.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the use of mass balance to alleviate the flutter problem by adjusting the mass distribution: wing-mounted engines on pylons; control surface mass balance.
081.06.01.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain what is the flight envelope free of flutter.
081.06.01.03.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the reason for flap/landing gear limitations. Define ‘VLO’. Define ‘VLE’.
081.06.01.03.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why there is a difference between VLO and VLE in the case of some aeroplane types.
081.06.01.03.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘VFE’ and describe flap limiting speeds.
081.06.01.03.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe flap design features, procedures and warnings to prevent overload."
081.06.01.04.01,081,Principles of Flight — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Define ‘VMO’, ‘VNO’, and ‘VNE’."
081.06.01.04.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the significance of VMO, VNO and VNE, and the differences between these airspeeds."
081.06.01.04.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the hazards of flying at speeds above VNE and VMO.
081.06.01.05.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘MMO’ and state its limiting factors.
081.06.02.01.01,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the manoeuvring-load diagram.
081.06.02.01.02,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define limit and ultimate load factor, and explain what can happen if these values are exceeded."
081.06.02.01.03,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define ‘VA’, ‘VB’, ‘VC’, and ‘VD’."
081.06.02.01.04,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Identify and explain the varying features on the VN diagram: load factor ‘n’; speed scale, equivalent airspeed; equivalent airspeed envelope; 1g stall speed; stall boundary (refer to 081 03 01 02)."
081.06.02.01.05,081,Principles of Flight — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the relationship between VMO or VNE and VC.
